"","theta1","theta2","theta3","theta4","zinit1","zinit2","sigma1","sigma2","dtheta1","dtheta2","dtheta3","dtheta4","dzinit1","dzinit2","dsigma1","dsigma2","log_probs"
"1",-0.463871484688683,-3.44334114233214,-0.304564093000662,-3.85509283852967,3.46127485678337,1.8592486233926,-1.36565821020458,-1.41805983947476,-114.80792624028,-32.6691149670287,-118.851961753612,-27.7598055924918,-35.7241129323067,-15.9256680799337,-51.8984823872195,75.5062134113306,38.4909583736093
"2",-0.656485482157908,-3.58092483255062,-0.215462283655175,-3.66938464675239,3.45622588709852,1.86027105341732,-1.42368851565978,-1.36823429309302,87.5215211106999,-25.023169699772,19.0814551011831,28.9960917323407,37.977652348662,-10.5559939116401,92.5963475154841,-50.4295938333065,39.5128494806792
"3",-0.609595738749265,-3.63262927632875,-0.21702621174271,-3.8050884814295,3.61722243509123,1.82419744888409,-1.3981543328295,-1.4130210985097,-54.312758816885,-16.4916917535257,-80.2334526915308,-3.96287412060502,-28.8086376552542,-16.9477111985713,27.8524632843435,60.5301887793835,42.2392487290756
"4",-0.570729965554964,-3.72154595442206,-0.186660373772491,-3.75871692532743,3.4404633311807,1.94128609023354,-1.36589476031181,-1.37008667412196,-66.5136832518499,8.87423748221411,-87.7145499933852,15.7705700870273,-2.56594321006608,-19.6162784198277,-51.973254829675,-41.6619663734279,38.3729029781587
"5",-0.753560633435557,-3.78302032800694,-0.149419259104827,-3.72675690479198,3.77735115731767,1.7716743456394,-1.41657815659041,-1.40739291364846,-28.9976147515299,0.553994058937289,-9.12099366031875,-37.8536080436224,-58.2150535340243,-4.56672539179345,74.6316603958633,52.6028566512133,38.2850034439064
"6",-0.628566253648374,-3.57317838786615,-0.189558366653411,-3.72517396516255,3.60349888222337,1.69481264002082,-1.3471685473457,-1.35077282577958,-104.872217959179,-35.7743310076993,-93.8702104272715,-55.9049917193887,-60.3579512365655,-5.65386285320297,-101.201526581131,-92.4050139725662,36.4740893603645
"7",-0.568420673052666,-3.47020154954813,-0.257710373895039,-3.7482834704579,3.53552645016637,1.68454699930466,-1.39663427137414,-1.40961727773286,-74.2618592489031,-34.3775591002589,-47.096055783477,-54.8815673346654,-40.1159701610373,8.65174041059601,23.0947917207653,56.3808088434836,40.0226082938169
"8",-0.88216576406413,-3.98458065548147,0.0217972340620359,-3.54957248280346,3.67250799649446,1.54934897537517,-1.42574161688148,-1.38241431814412,51.5928150477061,32.9315806345152,31.8171369229003,35.2726824190807,15.5662538196171,34.1473768889457,96.1306531135723,-2.81821472145286,34.4192255020746
"9",-0.609440590417533,-3.64229834844337,-0.215040682387933,-3.64148406950604,3.44227658230023,1.87311538937803,-1.37091016632309,-1.37388668746345,-63.496438161469,-4.83839359438171,-17.1351523109795,-52.1218791795718,-26.9663422779727,-11.0270260723324,-40.7499645085208,-38.1841950321023,42.0035085668075
"10",-0.827859472441928,-3.92556474924497,-0.0360340501689059,-3.73256689911582,3.75724931493651,1.75017479552287,-1.36310900466468,-1.39430977908896,60.4126147442405,15.6804374457497,-49.5507896898312,93.1936944655695,29.0765531552233,-1.71686843437801,-49.1726562253402,17.901434720266,33.9996419220994
"11",-0.613506046951156,-3.72640471059706,-0.199378488783882,-3.88364350058945,3.72935689567817,1.92167532750152,-1.38029787776064,-1.36765144031492,-111.930355942362,-13.9593219155569,-152.084896596864,0.0144942551106608,-57.6754393796115,-41.1629515844704,-6.2971081598138,-49.6272163980622,34.7500981819989
"12",-0.629603632029372,-3.78771217348806,-0.148766673872847,-3.7242043557278,3.49249971968626,1.8460962438945,-1.41945529601998,-1.40488147575136,-37.2652220730854,21.6981955706533,-61.6493084923554,31.446235694472,13.1401015299806,-6.00762465380897,81.2940936630257,46.3307024300441,39.0715546964686
"13",-0.745350679036724,-3.84627896394663,-0.051616815967088,-3.6222556459224,3.49542205913863,1.75235052388342,-1.4119574817739,-1.39921336774138,51.2228339794944,13.3610040048679,-50.0250357492294,83.2289165105791,58.9016303231327,6.57177404058846,63.4968384924883,32.6928306979498,38.4609081683442
"14",-0.356755197602713,-3.26165026602875,-0.503625005949525,-4.02453844988672,3.54097937730341,1.98931254143966,-1.39050526237961,-1.39430849523373,-4.74264442437015,-34.2461545248499,-11.4433769264876,-14.5590114000457,-14.3297458809146,-22.9088996483073,6.78783407918914,18.1557245905157,39.5383142726238
"15",-0.657712053239013,-3.69799899816657,-0.14282885222143,-3.63015081393288,3.46000349500418,1.69267815238437,-1.41193825653678,-1.4414360170792,-32.376242112928,5.47026333163205,-23.4889709683235,-5.37288421700061,8.67891903240259,17.8823694024025,60.4072657996742,136.03923708818,38.2917313994333
"16",-0.71983692480027,-3.72105565418186,-0.158067703954161,-3.69950744873701,3.61206205436751,1.79454459621579,-1.35496893781445,-1.37430562056212,43.9892953677197,-2.72844279823154,2.7935869911368,25.0666114125145,11.6217754667881,-2.31230813056502,-83.0517014170722,-36.8173980151153,41.9143210184355
"17",-0.56332005880452,-3.60751673652553,-0.242013720606078,-3.69371948874715,3.42223131958251,2.00683130955673,-1.38060265639064,-1.38718578120192,-82.1359625604234,-18.0969223546799,-63.2472367492392,-46.6409902856865,-36.84641596471,-35.7892400971661,-14.2333079846005,-1.18242669745882,39.9390892053436
