"","theta1","theta2","theta3","theta4","zinit1","zinit2","sigma1","sigma2","dtheta1","dtheta2","dtheta3","dtheta4","dzinit1","dzinit2","dsigma1","dsigma2","log_probs"
"1",-0.378707035384593,-3.46237567998766,-0.411588422935982,-3.98879061526337,3.4194787829211,1.92936041908324,-1.35178753444945,-1.38973549603814,14.561146171962,36.3026180679301,39.241149640179,38.3853978213101,40.3918874929778,16.612967703643,-87.157092357604,5.72746082203831,37.9898900129484
"2",-0.678279211319039,-3.7340531947123,-0.0924631778145341,-3.53664679588852,3.33082041228351,1.86260976990755,-1.36306968610404,-1.39809355778908,-25.5744723195782,-8.39176439165444,-59.6832983419098,4.57938539572928,17.2025038445589,-9.4858504195632,-59.1393152023278,26.7462081313779,39.0740766132234
"3",-0.527202117633198,-3.53382282134015,-0.341161278699224,-3.85219821933864,3.60642456294728,1.92570360049035,-1.37990636223143,-1.38902739096593,-43.45671304315,-5.01697798603557,-5.61947573920308,-37.1649573827978,-32.8983468977676,-15.550282746127,-20.1746483972562,1.42812736395342,42.8378039712503
"4",-0.669408786971832,-3.72769099352435,-0.173072074267338,-3.71906480162748,3.55079904703271,1.877518002708,-1.39794587224887,-1.39524197922381,20.6011999056135,1.16193339483276,-25.8319134662121,30.0621744922686,13.1641633902164,-14.8999197179237,26.1546801331675,16.6727279822713,43.1356661822354
"5",-0.540049419115652,-3.64672853804462,-0.297723994547852,-3.71138010201758,3.42681957963514,2.02399499683569,-1.42396492490561,-1.34349842206511,-55.757183992854,18.5101080824902,23.5201836958039,-52.749042527241,-18.8572708972164,-17.5451485555459,94.5368439600905,-109.822441752637,35.6977256969993
"6",-0.609562596330387,-3.60611986299413,-0.219049353545055,-3.82547863787594,3.62218513064583,1.76668176880534,-1.39329788818325,-1.40745758635336,-18.3076478572217,-16.6409275291485,-65.3898628760006,18.7460223732705,-9.34162699646382,-5.69519875124325,15.1418594157991,46.5163349956367,42.7545084316756
"7",-0.754431700824783,-3.74917584256969,-0.0676999147292512,-3.59151892252273,3.55333034067249,1.60413618682419,-1.37437031028392,-1.39905919466096,-17.0670739207849,-10.8158613260003,-43.2659982697724,0.108478466656825,-3.45292719864797,17.2919535414604,-35.3853472269932,31.3248652918631,40.8673670384592
"8",-0.458788049728396,-3.38914376653578,-0.380658611704638,-3.81319280581136,3.29880248204399,2.02165540707669,-1.3773412014531,-1.37845958002149,123.083655935179,-26.8985911065338,43.9125979986859,42.7513018644858,60.3819524859173,-20.4869828258967,-22.8329405868814,-17.4962950646757,36.4717715228973
"9",-0.617370477647987,-3.72749656760416,-0.244315182238712,-3.81377786513073,3.64312629767631,1.86543548421724,-1.36237159321476,-1.42703127709186,-2.25098064289173,33.2207658928616,27.0043225463842,7.65328277158001,-3.25895566036452,-0.610844785959247,-65.3561208070741,100.313995411444,39.872071443719
"10",-0.596954984890636,-3.71188057247947,-0.202213963098151,-3.74230308583146,3.47988021286873,1.8841271076394,-1.35345427371353,-1.38840390368052,-24.5150712705989,15.4499452681967,-31.5525887001207,14.9912553839123,8.70223145244027,-8.18619645758741,-87.2647940975079,1.51016285122237,41.3023952588422
