"","theta1","theta2","theta3","theta4","zinit1","zinit2","sigma1","sigma2","dtheta1","dtheta2","dtheta3","dtheta4","dzinit1","dzinit2","dsigma1","dsigma2","log_probs"
"1",-0.468929114531594,-3.44957988064369,-0.302342121605493,-3.85182888194999,3.46454043409138,1.85759765275972,-1.3664842975781,-1.41700967822012,-110.096930623352,-31.6311759062614,-114.499510337527,-26.6204318105644,-34.312007226351,-15.5276290853726,-50.1782881784178,72.6141642948606,38.9438237349611
"2",-0.654536606736048,-3.5821588419093,-0.216481469727701,-3.67287599062073,3.45967512516403,1.85858289098402,-1.4224036991217,-1.36899658035007,84.2627404813823,-24.1015923692172,18.3406297953768,27.8923427457058,36.474863530355,-10.1487818059074,89.1109800175415,-48.702070112199,39.8925694444417
"3",-0.609352519397956,-3.63198249061384,-0.217988508541751,-3.80364347776024,3.61481528070373,1.82382149586133,-1.39779834487492,-1.41215422593379,-52.2308430580901,-15.9107121736643,-77.2711241647027,-3.79783131040439,-27.7199009671066,-16.3483582108153,26.744623029642,58.3021391377659,42.4215131247462
"4",-0.571900523229641,-3.71766474555322,-0.188727254902904,-3.75895872820512,3.44448594622023,1.93665093386711,-1.36671224296505,-1.37078157937354,-63.9965635521098,8.42675865649445,-84.9843039926424,15.4346735618224,-2.33065129320602,-19.1379377113646,-50.2086361688375,-40.3424243049764,38.8078022136612
"5",-0.748080563150178,-3.77690293418876,-0.15284081886407,-3.72816128180802,3.76911917841035,1.77320896715557,-1.4155519856799,-1.40673077129662,-27.9175333412161,0.425109131549539,-9.35223683362677,-35.7826342221954,-55.5182860684687,-4.6579625739207,71.8043075593447,50.3882422601758,38.7855958628326
"6",-0.627632964965331,-3.5746941810317,-0.191519830718376,-3.72663592301381,3.60159093426263,1.69914317435824,-1.34866721263084,-1.35217028942189,-101.346086532639,-34.6123838048574,-90.7372530168431,-54.0065946840002,-58.3038684795318,-5.51904326234351,-97.6035649820388,-89.2429373321918,37.0575053168237
"7",-0.569675233293551,-3.47546321668601,-0.257192748154397,-3.74890479952492,3.53609105980437,1.68925095544252,-1.39633357700533,-1.40887422216146,-71.4847293169531,-33.1075330250682,-45.3017084999542,-52.8734139999238,-38.6557008392446,8.29704869764088,22.1884154432708,54.1054943426687,40.3666158777304
"8",-0.872007567906981,-3.97113132569719,0.0121475222652919,-3.55742210056945,3.66808978069852,1.55897087973535,-1.4243821169626,-1.38266079439325,49.6351613451864,31.808633523721,30.4484990467758,34.3022144598721,15.4593652862696,32.874853882518,92.5068753913404,-3.13783522420767,35.1780875988633
"9",-0.609203014724616,-3.64129984164087,-0.21607520458108,-3.64599032165693,3.4462332387195,1.87096000281401,-1.37154520912727,-1.37444336385403,-61.3770543854701,-4.72701590076928,-16.7049696477436,-50.3199292549487,-26.052037110809,-10.6906401986991,-39.3662326572623,-36.8279409426642,42.1970563439591
"10",-0.819676715885019,-3.91426217547627,-0.0435800976278735,-3.73375993242708,3.74974855840309,1.75249148227345,-1.36402782165428,-1.394123547379,58.657186850018,14.8629732442275,-47.9905396603357,89.936143911616,28.0079401081935,-1.91007935929459,-47.8810067703985,17.1419714656437,34.7477742707047
"11",-0.613120586665317,-3.72234676015612,-0.200982737182738,-3.87934098831464,3.72287075067324,1.9177535300505,-1.38059143422181,-1.36843492935955,-107.868010509754,-13.5515220647591,-146.696921149901,-0.0613251892505903,-55.6739053263339,-39.7983370400606,-6.52561848349486,-47.9923919803273,35.4579578698137
"12",-0.628632607786176,-3.78142410962255,-0.152211971999621,-3.72570158398358,3.49462946486787,1.84492370274965,-1.41832446660684,-1.40431068918404,-36.0131080324984,20.8808867939889,-59.3939840702937,30.1953930636898,12.5712426517951,-5.86889582941929,78.2505742129912,44.4441482383612,39.4826725388453
"13",-0.740169253135837,-3.83786048105093,-0.0585960264773437,-3.62746134906254,3.49744550162662,1.7545880665821,-1.41109939201457,-1.39884876363813,48.3454863818743,12.671792185863,-48.2809545759107,79.240416416251,55.7967242655744,6.03689830715042,61.0385014289643,31.2379961243866,38.9437993510952
"14",-0.365709277544119,-3.27449817136921,-0.494162017011957,-4.01511075866851,3.54134563187274,1.98293038024676,-1.39042751615762,-1.39412231022514,-5.14782818731085,-32.6948218240434,-10.7166940511625,-14.360566103281,-13.9715740804617,-21.8650406967502,6.53988799837522,17.2190721031482,39.9129527181239
"15",-0.655718560204465,-3.69497433074924,-0.146490143885582,-3.63506932332304,3.46331531922631,1.69708633060571,-1.41108086611253,-1.43953552659819,-31.256936654206,5.2996518658607,-22.3853527348741,-5.39722906008722,8.13987626192852,17.1590650896454,58.1779210863148,130.948251313518,38.7646797371729
"16",-0.715583584374637,-3.7171922804198,-0.161174668849245,-3.70190304892385,3.60984261341301,1.79524729205068,-1.35618385696688,-1.37484705788908,42.7396559508672,-2.698997926492,2.68681097228297,24.3184797156109,11.2949206423257,-2.29995144289881,-80.0818668359398,-35.4891399167323,42.1122385868471
"17",-0.564760158419765,-3.60778344175445,-0.242067074572796,-3.6963256311203,3.42691714024016,1.99981188761094,-1.38088512625839,-1.38725869124364,-79.6244953945146,-17.674181869258,-61.7272648894204,-45.0752910952121,-35.6348814856104,-34.7037352666563,-13.8422147787566,-1.3027220001038,40.2648435564282
"18",-0.593703997227788,-3.58236832713854,-0.250534469157115,-3.7426640272306,3.51893533209391,1.82451517252095,-1.36126526054576,-1.39777354370581,-11.2695279401867,-8.63769254470636,-5.69562907514531,-14.2966573639921,-6.8751022312925,-3.2409807366075,-68.1766366310899,21.4913974231472,43.5122834869291
"19",-0.815823283726823,-3.7843335304974,0.0201522512349351,-3.53378823481086,3.5269364309877,1.69541267717437,-1.39568497472457,-1.40190285217219,-32.0130498554581,-38.8141327503796,-129.177945140241,21.8305772602673,-6.79648704049051,-7.42399599854279,27.365467573336,37.7165702354,36.62465233547
"20",-0.467977203517215,-3.59664051838825,-0.347126844064985,-3.92975896251947,3.57152671489891,1.98625310750301,-1.37529133983957,-1.39620536684372,-74.9345537940853,21.250344492777,-34.8915802416231,-10.0265825505679,-22.3616946178026,-18.9928557669506,-30.6054070718358,23.5662745607279,40.4387742947917
"21",-0.60531736804848,-3.61755315946679,-0.204955649439766,-3.71533178536679,3.43319878467481,1.81217133834591,-1.42087801562916,-1.37796664922434,34.4517955641274,-3.97732703921358,-15.5453836796286,35.5493187724029,36.3244170613018,2.39615467365088,83.4092123922855,-26.1670435565214,41.7167461451119
"22",-0.736170294834905,-3.72557372462382,-0.119674546362358,-3.73142748603334,3.6770312088697,1.72861252688603,-1.40790643074438,-1.36793871147406,10.7524150090401,-18.9884657714021,-64.8357724432176,31.8445360212607,-6.75674755064554,-6.88630981870238,54.6860483047319,-52.4936783705971,40.4076440787427
"23",-0.677927325587433,-3.72699697240878,-0.0823406486484492,-3.67889585112369,3.50376633026693,1.70639880981199,-1.3803862525019,-1.39854841496525,-52.7041006722418,-15.499114077073,-127.405217049019,33.5535749442413,5.53770807320736,1.12486039933229,-14.7647254615806,30.365412117669,38.5752484965055
"24",-0.555225448788963,-3.54202808858707,-0.286615580448246,-3.80677003998473,3.51963078848779,1.76339765175263,-1.39629823665549,-1.43348687071958,30.3060451703332,8.5830194762863,37.8372928901855,14.9744587132895,22.8309421863526,19.6493798265247,20.8570699358082,112.88128985329,41.2807742840375
"25",-0.629970165505441,-3.61055671615934,-0.247837807917874,-3.76076209875693,3.54710521034751,1.81477700623178,-1.38303903196958,-1.38639599639025,80.3243162355966,4.40346592355364,48.3925888721857,36.1466812885922,35.8343202049503,7.40627748432913,-12.6716808561302,-5.52740469616937,43.5439541647869
"26",-0.674720514340726,-3.59928593792727,-0.227457140583425,-3.83939267131258,3.77081364316699,1.63092676330949,-1.40738785448344,-1.38055528752661,51.6370802521669,-3.29993536778422,40.3624170845191,11.7600713426856,-11.4148089329987,26.1214276640175,51.3108118598985,-15.0861557464723,38.9295224384023
"27",-0.656318843536008,-3.71655971981554,-0.184369495943411,-3.73145381242673,3.58355009800825,1.65518086003029,-1.41400125702232,-1.35115333406168,30.8084085825189,30.5688591294564,53.9296553055674,21.1507664691802,23.3895350989303,32.7700166244032,65.5469570146616,-91.0588662111434,39.4889678141219
"28",-0.659240121307886,-3.59421257965367,-0.259717739774202,-3.76873899191002,3.66270636654091,1.79066089819363,-1.36864102955319,-1.37089086832512,45.9004294005713,-5.14788108275818,54.6929803403841,-10.9775447118689,-8.54156303228234,6.85468498441449,-48.6194907312833,-43.5851248766365,41.5824656591624
"29",-0.505756220180049,-3.619018924764,-0.302986041409289,-3.80944533161446,3.47066684003835,1.90089111187792,-1.35419759649153,-1.38840771336436,-50.8030975710736,29.7860339738619,12.3078730194887,-15.851600566725,-2.33818513715345,2.37954696830963,-84.4283630927679,1.12835859977045,41.004594066646
"30",-0.463393262493284,-3.49777183681406,-0.456028186710176,-3.97537489053194,3.64298607666776,2.0963654690159,-1.37959690099261,-1.38604981682749,30.0298576451433,13.5493372653318,55.1825491087262,0.231512918555108,-1.25835835872945,-23.2400285804431,-20.7369745455793,2.93240645275812,37.9756505183905
"31",-0.571778701457519,-3.66284409491478,-0.280990064401898,-3.84742138018201,3.63902616923194,1.91606053841228,-1.40062217480732,-1.36981104410838,-43.9698860574634,13.1952166836906,-17.9369386845239,-12.5122581004668,-24.9205775803231,-14.7133501938954,32.1213594139994,-45.7030688409922,42.079200459976
