"","theta1","theta2","theta3","theta4","zinit1","zinit2","sigma1","sigma2","dtheta1","dtheta2","dtheta3","dtheta4","dzinit1","dzinit2","dsigma1","dsigma2","log_probs"
"1",-0.491431074015435,-3.47733672348846,-0.292456322948557,-3.83730717494608,3.47906935189648,1.85025230020446,-1.37015965247487,-1.41233739362491,-89.6335268513626,-26.8716552789223,-95.2164643518187,-21.6180508075265,-28.0863866163726,-13.594066585793,-42.3607807295534,59.8786506591876,40.7488500956384
"2",-0.645865842535459,-3.58764908723252,-0.221015942281601,-3.68840936904296,3.47502117017143,1.85107206795899,-1.41668740698842,-1.37238808141006,69.8193069450811,-20.0179081600915,15.0649304526633,23.0260156062401,29.9005030905184,-8.36291178501803,73.7170725483814,-40.9174365601437,41.4063778960392
"3",-0.608270409366413,-3.62910486880212,-0.222269874370409,-3.79721449520721,3.60410558225186,1.82214883891556,-1.3962145147451,-1.40829741312092,-43.0637710162906,-13.307649154009,-64.1290603250508,-3.08195209338945,-22.9129092654999,-13.6654668167751,21.9038690798111,48.4139614447724,43.1489643099469
"4",-0.577108464931027,-3.70039681424396,-0.197923039667513,-3.76003453618746,3.46238300936049,1.91602860601824,-1.37034931450118,-1.37387329037293,-52.9254440038348,6.51891097143675,-72.5309073403373,13.7585556459722,-1.38390264669189,-16.8268055201336,-42.2541921567005,-34.3087066132789,40.5719550274799
"5",-0.723699119003362,-3.7496859665342,-0.168063719998665,-3.7344095118479,3.73249418575613,1.78003666950875,-1.41098643680245,-1.40378482609374,-22.9293834583332,-0.0309413505988461,-9.61342433062652,-27.3094453455169,-44.1433763405577,-4.77931349739997,59.3216339689721,40.887374684552,40.7356611008877
"6",-0.623480659481375,-3.58143811395218,-0.200246603196737,-3.7331403366142,3.59310226090311,1.71841020481136,-1.35533494170026,-1.35838776109066,-85.3757577503438,-29.3169889599799,-76.5235268984422,-45.4354484625094,-49.0339499571929,-4.85478956346677,-81.5251195607852,-75.000676711482,39.4026433276362
"7",-0.575256911784716,-3.49887296086092,-0.254889773479403,-3.75166916186985,3.53860307108103,1.71017938115088,-1.39499575420807,-1.40556828501673,-59.192920121795,-27.4741794705467,-37.3876048835376,-43.9481335627052,-32.1580896272753,6.75713745430475,18.2179750344501,44.193688447178,41.7368313780394
"8",-0.826812619787668,-3.91129375685756,-0.0307851221996666,-3.59234592584334,3.64843264565322,1.60177980581237,-1.41833355013527,-1.38375739472659,40.9094504378024,26.7589647413896,24.7248800653418,29.4564163156047,14.3444706536238,27.2649918162977,76.5159576542427,-4.1526379142971,38.1864187046893
"9",-0.608146013958955,-3.6368573734666,-0.220677909246776,-3.66603914026816,3.46383684459881,1.86137044750018,-1.37437058541898,-1.37692007922773,-51.777207322511,-4.17589699062742,-14.6238531963728,-42.2178566401063,-21.9236379970402,-9.13831703259445,-33.1238431247133,-30.7657755538489,42.9763805236459
"10",-0.783270718959844,-3.8639757636775,-0.0771533047345224,-3.73906787074339,3.71637685567758,1.76279868011464,-1.36811574095942,-1.3932949817223,50.4687239682097,11.4118609585597,-40.8261526956066,75.28509999075,23.2260321892247,-2.57441432334877,-41.7124910229685,13.8627370481268,37.766584086884
