"","theta1","theta2","theta3","theta4","zinit1","zinit2","sigma1","sigma2","dtheta1","dtheta2","dtheta3","dtheta4","dzinit1","dzinit2","dsigma1","dsigma2","log_probs"
"1",-0.474185307780011,-3.45606355287956,-0.300032915236461,-3.84843678188136,3.46793421851841,1.85588186473975,-1.36734281728204,-1.4159182874565,-105.243727437295,-30.540043579888,-109.983526238239,-25.4413360509293,-32.8487079245061,-15.099749447916,-48.3760515237843,69.6200479764044,39.3960602965162
"2",-0.652511218134558,-3.58344129868471,-0.217540669218308,-3.67650440524154,3.46325978090104,1.85682845100725,-1.42106844046841,-1.36978879513414,80.8803313618099,-23.1454334647487,17.571928142693,26.7489989277981,34.9227014451428,-9.72796800311941,85.4987352720803,-46.8980954791069,40.2718000392069
"3",-0.60909975121366,-3.63131031198206,-0.218988585276346,-3.80214174300182,3.61231362102668,1.82343078285913,-1.39742838077286,-1.41125331979351,-50.0756143559376,-15.3053172191232,-74.1958237058061,-3.62791951691044,-26.5916673814512,-15.7240567775495,25.601023054713,55.9887769174318,42.6036204260591
"4",-0.573117037197175,-3.71363115976585,-0.190875282137081,-3.7592100243048,3.44866648980853,1.93183380047552,-1.36756182012592,-1.37150376672317,-61.3927353434726,7.96859031775302,-82.1217890733865,15.0699519408448,-2.09473585536813,-18.6252443865393,-48.3657989054128,-38.9569935585404,39.2449801647671
"5",-0.742385344375867,-3.77054537045166,-0.156396709639823,-3.72962079490393,3.76056401061482,1.77480383817277,-1.41448552712538,-1.40604263312373,-26.775663078865,0.301771957513965,-9.52106606397243,-33.6969552129793,-52.7718442032265,-4.7271211487281,68.8743535789755,48.1187069978917,39.2810162903993
"6",-0.626663035210289,-3.57626948449405,-0.193558302195234,-3.72815527757828,3.59960807994133,1.70364372620829,-1.35022471576927,-1.35362261772383,-97.6566320178777,-33.3938524978056,-87.4570586272567,-52.0227343349726,-56.1576704181678,-5.37330932977996,-93.8582411953578,-85.9416375029236,37.6420203511474
"7",-0.570979047782292,-3.4809314577682,-0.256654800339378,-3.74955052207651,3.53667783611253,1.69413958969623,-1.3960210773246,-1.40810199410228,-68.6040820007752,-31.7891335659223,-43.442886086003,-50.7872038112094,-37.1380147221332,7.93178697288363,21.2519048566941,51.7594035480584,40.7100657728664
"8",-0.861450559245675,-3.95715397294431,0.00211896114662818,-3.56557989566038,3.66349810500101,1.56897054169277,-1.42296924284632,-1.38291694734173,47.5991274053726,30.6372041113218,29.0616630732544,33.2439120998189,15.2890797106613,31.5573156882123,88.7525376135806,-3.43393516470483,35.9342442228965
"9",-0.608956111769696,-3.64026213329193,-0.217150342291006,-3.65067349003161,3.45034523414093,1.8687199954079,-1.37220518381967,-1.37502189545413,-59.1598102094898,-4.60650723296653,-16.2435421053837,-48.4399165929846,-25.0966268897612,-10.3362658764325,-37.920722971409,-35.4160132194923,42.3910983173844
"10",-0.811172702917731,-3.90251586074428,-0.0514224041900372,-3.73499980442851,3.74195332089588,1.75489912253882,-1.36498271155475,-1.39393000418052,56.800099225394,14.0291634278092,-46.3494761499203,86.5363247370718,26.8943712214493,-2.09427895950756,-46.5022224063184,16.3614202143836,35.4984225951482
"11",-0.612719993143275,-3.71812949389256,-0.202649968645845,-3.87486955867812,3.71612995851523,1.91367776216634,-1.38089651575943,-1.36924917831697,-103.644114382396,-13.1199301689299,-141.085363721214,-0.133686971632702,-53.5856348918748,-38.3699419218823,-6.72703595883536,-46.2804296444125,36.1667637143373
"12",-0.627623460966487,-3.77488917530311,-0.155792533115241,-3.72725759367465,3.49684282420655,1.84370512744057,-1.41714924063912,-1.40371749343927,-34.7003107075762,20.0334885139835,-57.0516842648502,28.9065306016376,11.9899230050585,-5.7180199621889,75.094533356083,42.500240392718,39.893304033848
"13",-0.734784403575211,-3.82911148708882,-0.0658492419760424,-3.63287142899094,3.49954838480991,1.75691345558666,-1.41020761350574,-1.39846984511595,45.4536619269333,11.9723624860414,-46.4720732271361,75.1914245330561,52.6665657732171,5.50663158366915,58.4961944466099,29.7527815937046,39.4223196367471
